candidate_id,database,search_string_id,title,authors,year,venue,doi,url,abstract_available,full_text_available,candidate_relevance,workflow_stage_fit,grounding_relevance,conceptual_synthesis_relevance,empirical_evaluation,notes
arxiv:2308.12751v1,arXiv,D2_PHASE_RECOVERY,Motion In-Betweening with Phase Manifolds,"Starke, Paul; Starke, Sebastian; Komura, Taku; Steinicke, Frank",2023,arXiv,10.48550/arXiv.2308.12751,https://arxiv.org/abs/2308.12751v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=phase_manifold;transition; provenance=discovery; administrative_note=none
arxiv:2309.11351v1,arXiv,D1_COMPOSITION_SWITCHING,C$\cdot$ASE: Learning Conditional Adversarial Skill Embeddings for Physics-based Characters,"Dou, Zhiyang; Chen, Xuelin; Fan, Qingnan; Komura, Taku; Wang, Wenping",2023,arXiv,10.48550/arXiv.2309.11351,https://arxiv.org/abs/2309.11351v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=conditional_skill;composition; provenance=discovery; administrative_note=none
arxiv:2310.04582v2,arXiv,D1_COMPOSITION_SWITCHING,Universal Humanoid Motion Representations for Physics-Based Control,"Luo, Zhengyi; Cao, Jinkun; Merel, Josh; Winkler, Alexander; Huang, Jing; Kitani, Kris; Xu, Weipeng",2023,arXiv,10.48550/arXiv.2310.04582,https://arxiv.org/abs/2310.04582v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_representation;composition; provenance=discovery; administrative_note=none
arxiv:2310.10198v3,arXiv,D1_COMPOSITION_SWITCHING,MoConVQ: Unified Physics-Based Motion Control via Scalable Discrete Representations,"Yao, Heyuan; Song, Zhenhua; Zhou, Yuyang; Ao, Tenglong; Chen, Baoquan; Liu, Libin",2023,arXiv,10.48550/arXiv.2310.10198,https://arxiv.org/abs/2310.10198v3,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=discrete_motion;composition; provenance=discovery; administrative_note=none
arxiv:2403.04205v3,arXiv,D0_LEGACY_SCOPE_SEED,OGMP: Oracle Guided Multi-mode Policies for Agile and Versatile Robot Control,"Krishna, Lokesh; Sobanbabu, Nikhil; Nguyen, Quan",2024,arXiv,10.48550/arXiv.2403.04205,https://arxiv.org/abs/2403.04205v3,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=oracle;composition; provenance=legacy_snapshot; administrative_note=none
arxiv:2403.10506v2,arXiv,D0_LEGACY_SCOPE_SEED,HumanoidBench: Simulated Humanoid Benchmark for Whole-Body Locomotion and Manipulation,"Sferrazza, Carmelo; Huang, Dun-Ming; Lin, Xingyu; Lee, Youngwoon; Abbeel, Pieter",2024,arXiv,10.48550/arXiv.2403.10506,https://arxiv.org/abs/2403.10506v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=benchmark; provenance=legacy_snapshot; administrative_note=none
arxiv:2406.06005v2,arXiv,D0_LEGACY_SCOPE_SEED,WoCoCo: Learning Whole-Body Humanoid Control with Sequential Contacts,"Zhang, Chong; Xiao, Wenli; He, Tairan; Shi, Guanya",2024,arXiv,10.48550/arXiv.2406.06005,https://arxiv.org/abs/2406.06005v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=contact;sequencing; provenance=legacy_snapshot; administrative_note=none
arxiv:2406.08858v1,arXiv,D3_FEASIBILITY_ADMISSION,OmniH2O: Universal and Dexterous Human-to-Humanoid Whole-Body Teleoperation and Learning,"He, Tairan; Luo, Zhengyi; He, Xialin; Xiao, Wenli; Zhang, Chong; Zhang, Weinan; Kitani, Kris; Liu, Changliu; Shi, Guanya",2024,arXiv,10.48550/arXiv.2406.08858,https://arxiv.org/abs/2406.08858v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;tracking; provenance=discovery; administrative_note=none
arxiv:2407.18946v1,arXiv,D2_PHASE_RECOVERY,WalkTheDog: Cross-Morphology Motion Alignment via Phase Manifolds,"Li, Peizhuo; Starke, Sebastian; Ye, Yuting; Sorkine-Hornung, Olga",2024,arXiv,10.48550/arXiv.2407.18946,https://arxiv.org/abs/2407.18946v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=phase_manifold;alignment; provenance=discovery; administrative_note=none
arxiv:2408.00776v2,arXiv,D1_COMPOSITION_SWITCHING,Contact-conditioned learning of multi-gait locomotion policies,"Ciebielski, Michal; Burgio, Federico; Khadiv, Majid",2024,arXiv,10.48550/arXiv.2408.00776,https://arxiv.org/abs/2408.00776v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=contact;multi_gait; provenance=discovery; administrative_note=none
arxiv:2409.14393v1,arXiv,D0_LEGACY_SCOPE_SEED,MaskedMimic: Unified Physics-Based Character Control Through Masked Motion Inpainting,"Tessler, Chen; Guo, Yunrong; Nabati, Ofir; Chechik, Gal; Peng, Xue Bin",2024,arXiv,10.48550/arXiv.2409.14393,https://arxiv.org/abs/2409.14393v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=reference;composition; provenance=legacy_snapshot; administrative_note=none
arxiv:2410.01030v3,arXiv,D0_LEGACY_SCOPE_SEED,Preferenced Oracle Guided Multi-mode Policies for Dynamic Bipedal Loco-Manipulation,"Ravichandar, Prashanth; Krishna, Lokesh; Sobanbabu, Nikhil; Nguyen, Quan",2024,arXiv,10.48550/arXiv.2410.01030,https://arxiv.org/abs/2410.01030v3,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=oracle;preference; provenance=legacy_snapshot; administrative_note=none
arxiv:2410.21229v2,arXiv,D3_FEASIBILITY_ADMISSION,HOVER: Versatile Neural Whole-Body Controller for Humanoid Robots,"He, Tairan; Xiao, Wenli; Lin, Toru; Luo, Zhengyi; Xu, Zhenjia; Jiang, Zhenyu; Kautz, Jan; Liu, Changliu; Shi, Guanya; Wang, Xiaolong; Fan, Linxi; Zhu, Yuke",2024,arXiv,10.48550/arXiv.2410.21229,https://arxiv.org/abs/2410.21229v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=whole_body_controller; provenance=discovery; administrative_note=none
arxiv:2412.13196v2,arXiv,D3_FEASIBILITY_ADMISSION,ExBody2: Advanced Expressive Humanoid Whole-Body Control,"Ji, Mazeyu; Peng, Xuanbin; Liu, Fangchen; Li, Jialong; Yang, Ge; Cheng, Xuxin; Wang, Xiaolong",2024,arXiv,10.48550/arXiv.2412.13196,https://arxiv.org/abs/2412.13196v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;tracking; provenance=discovery; administrative_note=none
arxiv:2502.08844v1,arXiv,D0_LEGACY_SCOPE_SEED,MuJoCo Playground,"Zakka, Kevin; Tabanpour, Baruch; Liao, Qiayuan; Haiderbhai, Mustafa; Holt, Samuel; Luo, Jing Yuan; Allshire, Arthur; Frey, Erik; Sreenath, Koushil; Kahrs, Lueder A.; Sferrazza, Carmelo; Tassa, Yuval; Abbeel, Pieter",2025,arXiv,10.48550/arXiv.2502.08844,https://arxiv.org/abs/2502.08844v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=benchmark;runtime; provenance=legacy_snapshot; administrative_note=none
arxiv:2507.07356v3,arXiv,D0_LEGACY_SCOPE_SEED,UniTracker: Learning Universal Whole-Body Motion Tracker for Humanoid Robots,"Yin, Kangning; Zeng, Weishuai; Fan, Ke; Dai, Minyue; Wang, Zirui; Zhang, Qiang; Tian, Zheng; Wang, Jingbo; Pang, Jiangmiao; Zhang, Weinan",2025,arXiv,10.48550/arXiv.2507.07356,https://arxiv.org/abs/2507.07356v3,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=tracking; provenance=legacy_snapshot; administrative_note=none
arxiv:2508.08241v4,arXiv,D3_FEASIBILITY_ADMISSION,BeyondMimic: From Motion Tracking to Versatile Humanoid Control via Guided Diffusion,"Liao, Qiayuan; Truong, Takara E.; Huang, Xiaoyu; Gao, Yuman; Tevet, Guy; Sreenath, Koushil; Liu, C. Karen",2025,arXiv,10.48550/arXiv.2508.08241,https://arxiv.org/abs/2508.08241v4,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=guided_reference;control; provenance=discovery; administrative_note=none
arxiv:2509.15443v2,arXiv,D3_FEASIBILITY_ADMISSION,A Scalable Whole-body Motion Transfer via Implicit Kinodynamic Motion Retargeting,"Chen, Xingyu; Wu, Hanyu; Wu, Sikai; Zhou, Mingliang; Xiang, Diyun; Zhang, Haodong; Zhou, Yangchen; Gao, Yukang; Gu, Yi; Xu, Renjing",2025,arXiv,10.48550/arXiv.2509.15443,https://arxiv.org/abs/2509.15443v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;kinodynamic; provenance=discovery; administrative_note=none
arxiv:2509.22442v1,arXiv,D1_COMPOSITION_SWITCHING,Learning to Ball: Composing Policies for Long-Horizon Basketball Moves,"Xu, Pei; Wu, Zhen; Wang, Ruocheng; Sarukkai, Vishnu; Fatahalian, Kayvon; Karamouzas, Ioannis; Zordan, Victor; Liu, C. Karen",2025,arXiv,10.48550/arXiv.2509.22442,https://arxiv.org/abs/2509.22442v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=policy_composition;long_horizon; provenance=discovery; administrative_note=none
arxiv:2510.02252v1,arXiv,D3_FEASIBILITY_ADMISSION,Retargeting Matters: General Motion Retargeting for Humanoid Motion Tracking,"Araujo, Joao Pedro; Ze, Yanjie; Xu, Pei; Wu, Jiajun; Liu, C. Karen",2025,arXiv,10.48550/arXiv.2510.02252,https://arxiv.org/abs/2510.02252v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;feasibility; provenance=discovery; administrative_note=none
arxiv:2510.05070v2,arXiv,D0_LEGACY_SCOPE_SEED,ResMimic: From General Motion Tracking to Humanoid Whole-body Loco-Manipulation via Residual Learning,"Zhao, Siheng; Ze, Yanjie; Wang, Yue; Liu, C. Karen; Abbeel, Pieter; Shi, Guanya; Duan, Rocky",2025,arXiv,10.48550/arXiv.2510.05070,https://arxiv.org/abs/2510.05070v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=tracking;residual; provenance=legacy_snapshot; administrative_note=none
arxiv:2510.14454v1,arXiv,D2_PHASE_RECOVERY,Towards Adaptable Humanoid Control via Adaptive Motion Tracking,"Huang, Tao; Wang, Huayi; Ren, Junli; Yin, Kangning; Wang, Zirui; Chen, Xiao; Jia, Feiyu; Zhang, Wentao; Long, Junfeng; Wang, Jingbo; Pang, Jiangmiao",2025,arXiv,10.48550/arXiv.2510.14454,https://arxiv.org/abs/2510.14454v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=adaptive_phase;time_warp; provenance=discovery; administrative_note=none
arxiv:2510.22632v1,arXiv,D1_COMPOSITION_SWITCHING,Environment-aware Motion Matching,"Ponton, Jose Luis; Andrews, Sheldon; Andujar, Carlos; Pelechano, Nuria",2025,arXiv,10.48550/arXiv.2510.22632,https://arxiv.org/abs/2510.22632v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_matching;environment; provenance=discovery; administrative_note=none
arxiv:2511.07820v4,arXiv,D0_LEGACY_SCOPE_SEED,SONIC: Supersizing Motion Tracking for Natural Humanoid Whole-Body Control,"Luo, Zhengyi; Yuan, Ye; Wang, Tingwu; Li, Chenran; Castañeda, Fernando; Chen, Sirui; Cao, Zi-Ang; Li, Jiefeng; Minor, David; Ben, Qingwei; Park, Jinhyung; Sami, David; Wang, Zi; Da, Xingye; Ding, Runyu; Hogg, Cyrus; Song, Lina; Lim, Edy; Jeong, Eugene; He, Tairan; Xue, Haoru; Xiao, Wenli; Yuen, Simon; Kautz, Jan; Chang, Yan; Iqbal, Umar; Fan, Linxi ""Jim""; Zhu, Yuke",2025,arXiv,10.48550/arXiv.2511.07820,https://arxiv.org/abs/2511.07820v4,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=tracking; provenance=legacy_snapshot; administrative_note=none
arxiv:2512.09423v2,arXiv,D2_PHASE_RECOVERY,FunPhase: A Periodic Functional Autoencoder for Motion Generation via Phase Manifolds,"Pegoraro, Marco; Atherton, Evan; Roy, Bruno; Khani, Aliasghar; Rampini, Arianna",2025,arXiv,10.48550/arXiv.2512.09423,https://arxiv.org/abs/2512.09423v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=phase_manifold; provenance=discovery; administrative_note=none
arxiv:2601.12799v1,arXiv,D0_LEGACY_SCOPE_SEED,FRoM-W1: Towards General Humanoid Whole-Body Control with Language Instructions,"Li, Peng; Zhuang, Zihan; Gao, Yangfan; Dong, Yi; Li, Sixian; Jiang, Changhao; Dou, Shihan; Xi, Zhiheng; Zhou, Enyu; Huang, Jixuan; Li, Hui; Gong, Jingjing; Ma, Xingjun; Gui, Tao; Wu, Zuxuan; Zhang, Qi; Huang, Xuanjing; Jiang, Yu-Gang; Qiu, Xipeng",2026,arXiv,10.48550/arXiv.2601.12799,https://arxiv.org/abs/2601.12799v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=instruction;composition; provenance=legacy_snapshot; administrative_note=none
arxiv:2601.23080v1,arXiv,D2_PHASE_RECOVERY,Robust and Generalized Humanoid Motion Tracking,"Ma, Yubiao; Yu, Han; Xie, Jiayin; Lv, Changtai; Luo, Qiang; Zhang, Chi; Yin, Yunpeng; Xing, Boyang; Ren, Xuemei; Zheng, Dongdong",2026,arXiv,10.48550/arXiv.2601.23080,https://arxiv.org/abs/2601.23080v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=tracking;recovery; provenance=discovery; administrative_note=none
arxiv:2602.13656v1,arXiv,D2_PHASE_RECOVERY,"A Kung Fu Athlete Bot That Can Do It All Day: Highly Dynamic, Balance-Challenging Motion Dataset and Autonomous Fall-Resilient Tracking","Lei, Zhongxiang; Cao, Lulu; Wang, Xuyang; Qian, Tianyi; Liu, Jinyan; Li, Xuesong",2026,arXiv,10.48550/arXiv.2602.13656,https://arxiv.org/abs/2602.13656v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=tracking;fall_recovery; provenance=discovery; administrative_note=none
arxiv:2602.15060v2,arXiv,D0_LEGACY_SCOPE_SEED,CLOT: Closed-Loop Global Motion Tracking for Whole-Body Humanoid Teleoperation,"Zhu, Tengjie; Cai, Guanyu; Zhaohui, Yang; Ren, Guanzhu; Xie, Haohui; Wang, ZiRui; Wu, Junsong; Wang, Jingbo; Yang, Xiaokang; Mu, Yao; Yan, Yichao",2026,arXiv,10.48550/arXiv.2602.15060,https://arxiv.org/abs/2602.15060v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=closed_loop;tracking; provenance=legacy_snapshot; administrative_note=none
arxiv:2602.15827v2,arXiv,D1_COMPOSITION_SWITCHING,Perceptive Humanoid Parkour: Chaining Dynamic Human Skills via Motion Matching,"Wu, Zhen; Huang, Xiaoyu; Yang, Lujie; Zhang, Yuanhang; Chen, Xi; Abbeel, Pieter; Duan, Rocky; Kanazawa, Angjoo; Sferrazza, Carmelo; Shi, Guanya; Liu, C. Karen",2026,arXiv,10.48550/arXiv.2602.15827,https://arxiv.org/abs/2602.15827v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=motion_matching;skill_chain; provenance=discovery; administrative_note=none
arxiv:2602.20375v1,arXiv,D3_FEASIBILITY_ADMISSION,Generalizing from References using a Multi-Task Reference and Goal-Driven RL Framework,"Wang, Jiashun; Mungai, M. Eva; Li, He; Sleiman, Jean Pierre; Hodgins, Jessica; Farshidian, Farbod",2026,arXiv,10.48550/arXiv.2602.20375,https://arxiv.org/abs/2602.20375v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=reference;goal; provenance=discovery; administrative_note=none
arxiv:2603.03279v1,arXiv,D0_LEGACY_SCOPE_SEED,ULTRA: Unified Multimodal Control for Autonomous Humanoid Whole-Body Loco-Manipulation,"He, Xialin; Xu, Sirui; Li, Xinyao; Dong, Runpei; Bian, Liuyu; Wang, Yu-Xiong; Gui, Liang-Yan",2026,arXiv,10.48550/arXiv.2603.03279,https://arxiv.org/abs/2603.03279v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=multi_skill; provenance=legacy_snapshot; administrative_note=none
arxiv:2603.09956v2,arXiv,D3_FEASIBILITY_ADMISSION,Kinodynamic Motion Retargeting for Humanoid Locomotion via Multi-Contact Whole-Body Trajectory Optimization,"Zhang, Xiaoyu; Haener, Steven; Madabushi, Varun; Tucker, Maegan",2026,arXiv,10.48550/arXiv.2603.09956,https://arxiv.org/abs/2603.09956v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;contact;dynamics; provenance=discovery; administrative_note=none
arxiv:2603.22201v3,arXiv,D3_FEASIBILITY_ADMISSION,Make Tracking Easy: Neural Motion Retargeting for Humanoid Whole-body Control,"Zhao, Qingrui; Yang, Kaiyue; Wang, Xiyu; Zhao, Shiqi; Lu, Yi; Zhang, Xinfang; Shen, Qiu; Long, Xiao-Xiao; Cao, Xun",2026,arXiv,10.48550/arXiv.2603.22201,https://arxiv.org/abs/2603.22201v3,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=retargeting;dynamics; provenance=discovery; administrative_note=none
arxiv:2603.27756v2,arXiv,D2_PHASE_RECOVERY,Heracles: Bridging Precise Tracking and Generative Synthesis for General Humanoid Control,"Tao, Zelin; Su, Zeran; Liu, Peiran; Sun, Jingkai; Que, Wenqiang; Ma, Jiahao; Yu, Jialin; Cao, Jiahang; Sun, Pihai; Liang, Hao; Han, Gang; Zhao, Wen; Xu, Zhiyuan; Tang, Jian; Zhang, Qiang; Guo, Yijie",2026,arXiv,10.48550/arXiv.2603.27756,https://arxiv.org/abs/2603.27756v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=state_conditioned_reference; provenance=discovery; administrative_note=none
arxiv:2604.01064v1,arXiv,D1_COMPOSITION_SWITCHING,BAT: Balancing Agility and Stability via Online Policy Switching for Long-Horizon Whole-Body Humanoid Control,"Baek, Donghoon; Kim, Sang-Hun; Ha, Sehoon",2026,arXiv,10.48550/arXiv.2604.01064,https://arxiv.org/abs/2604.01064v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=policy_switching;long_horizon; provenance=discovery; administrative_note=none
arxiv:2604.14834v1,arXiv,D1_COMPOSITION_SWITCHING,Switch: Learning Agile Skills Switching for Humanoid Robots,"Lau, Yuen-Fui; Zhao, Qihan; Wang, Yinhuai; Yu, Runyi; Tsui, Hok Wai; Chen, Qifeng; Tan, Ping",2026,arXiv,10.48550/arXiv.2604.14834,https://arxiv.org/abs/2604.14834v1,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=skill_graph;switching; provenance=discovery; administrative_note=none
arxiv:2604.17335v2,arXiv,D0_LEGACY_SCOPE_SEED,Learning Whole-Body Humanoid Locomotion via Motion Generation and Motion Tracking,"Zhang, Zewei; Wen, Kehan; Xu, Michael; He, Junzhe; Li, Chenhao; Miki, Takahiro; Schwarke, Clemens; Zhang, Chong; Peng, Xue Bin; Hutter, Marco",2026,arXiv,10.48550/arXiv.2604.17335,https://arxiv.org/abs/2604.17335v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=generation;tracking; provenance=legacy_snapshot; administrative_note=none
arxiv:2604.21355v2,arXiv,D1_COMPOSITION_SWITCHING,RPG: Robust Policy Gating for Smooth Multi-Skill Transitions in Humanoid Fighting,"Xin, Yucheng; Bao, Jiacheng; Dong, Yubo; Wang, Xueqian; Zhao, Bin; Li, Xuelong; Tan, Junbo; Wang, Dong",2026,arXiv,10.48550/arXiv.2604.21355,https://arxiv.org/abs/2604.21355v2,yes,yes,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,candidate-only metadata; no screening or inclusion decision; discovery_lanes=policy_gating;transition; provenance=discovery; administrative_note=none
